id,date,domainId,serviceId,environment,costAmount
cost-444,2025-06-12,clearwater-trade,lambda,prod,166.16
cost-445,2025-06-12,clearwater-trade,eks,dev,50.37
cost-446,2025-06-12,clearwater-trade,eks,uat,91.33
cost-447,2025-06-12,clearwater-trade,eks,prod,397.85
cost-448,2025-06-12,clearwater-trade,cloudwatch,dev,13.06
cost-449,2025-06-12,clearwater-trade,cloudwatch,uat,27.72
cost-450,2025-06-12,clearwater-trade,cloudwatch,prod,95.77
cost-451,2025-06-12,clearwater-settlement,ec2,dev,66.00
cost-452,2025-06-12,clearwater-settlement,ec2,uat,145.52
cost-453,2025-06-12,clearwater-settlement,ec2,prod,409.13
cost-454,2025-06-12,clearwater-settlement,rds,dev,75.86
cost-455,2025-06-12,clearwater-settlement,rds,uat,133.66
cost-456,2025-06-12,clearwater-settlement,rds,prod,479.24
cost-457,2025-06-12,clearwater-settlement,s3,dev,16.65
cost-458,2025-06-12,clearwater-settlement,s3,uat,33.74
cost-459,2025-06-12,clearwater-settlement,s3,prod,122.76
cost-460,2025-06-12,clearwater-settlement,lambda,dev,23.77
cost-461,2025-06-12,clearwater-settlement,lambda,uat,46.37
cost-462,2025-06-12,clearwater-settlement,lambda,prod,199.87
cost-463,2025-06-12,clearwater-settlement,eks,dev,30.50
cost-464,2025-06-12,clearwater-settlement,eks,uat,67.31
cost-465,2025-06-12,clearwater-settlement,eks,prod,256.28
cost-466,2025-06-12,clearwater-settlement,cloudwatch,dev,11.10
cost-467,2025-06-12,clearwater-settlement,cloudwatch,uat,25.24
cost-468,2025-06-12,clearwater-settlement,cloudwatch,prod,77.32
cost-469,2025-06-12,clearwater-sales,ec2,dev,30.14
cost-470,2025-06-12,clearwater-sales,ec2,uat,65.60
cost-471,2025-06-12,clearwater-sales,ec2,prod,195.95
cost-472,2025-06-12,clearwater-sales,rds,dev,16.96
cost-473,2025-06-12,clearwater-sales,rds,uat,40.81
cost-474,2025-06-12,clearwater-sales,rds,prod,124.52
cost-475,2025-06-12,clearwater-sales,s3,dev,14.43
cost-476,2025-06-12,clearwater-sales,s3,uat,25.01
cost-477,2025-06-12,clearwater-sales,s3,prod,103.13
cost-478,2025-06-12,clearwater-sales,lambda,dev,39.73
cost-479,2025-06-12,clearwater-sales,lambda,uat,74.26
cost-480,2025-06-12,clearwater-sales,lambda,prod,250.85
cost-481,2025-06-12,clearwater-sales,eks,dev,12.93
cost-482,2025-06-12,clearwater-sales,eks,uat,23.68
cost-483,2025-06-12,clearwater-sales,eks,prod,96.32
cost-484,2025-06-12,clearwater-sales,cloudwatch,dev,9.56
cost-485,2025-06-12,clearwater-sales,cloudwatch,uat,17.41
cost-486,2025-06-12,clearwater-sales,cloudwatch,prod,69.72
cost-487,2025-06-12,clearwater-collateral,ec2,dev,14.93
cost-488,2025-06-12,clearwater-collateral,ec2,uat,25.34
cost-489,2025-06-12,clearwater-collateral,ec2,prod,96.34
cost-490,2025-06-12,clearwater-collateral,rds,dev,27.38
cost-491,2025-06-12,clearwater-collateral,rds,uat,54.10
cost-492,2025-06-12,clearwater-collateral,rds,prod,195.32
cost-493,2025-06-12,clearwater-collateral,s3,dev,24.47
cost-494,2025-06-12,clearwater-collateral,s3,uat,60.79
cost-495,2025-06-12,clearwater-collateral,s3,prod,189.87
cost-496,2025-06-12,clearwater-collateral,lambda,dev,6.80
cost-497,2025-06-12,clearwater-collateral,lambda,uat,14.66
cost-498,2025-06-12,clearwater-collateral,lambda,prod,57.58
cost-499,2025-06-12,clearwater-collateral,eks,dev,6.85
cost-500,2025-06-12,clearwater-collateral,eks,uat,13.84
cost-501,2025-06-12,clearwater-collateral,eks,prod,43.12
cost-502,2025-06-12,clearwater-collateral,cloudwatch,dev,4.09
cost-503,2025-06-12,clearwater-collateral,cloudwatch,uat,8.57
cost-504,2025-06-12,clearwater-collateral,cloudwatch,prod,27.80
cost-505,2025-06-13,clearwater-trade,ec2,dev,80.65
cost-506,2025-06-13,clearwater-trade,ec2,uat,161.73
cost-507,2025-06-13,clearwater-trade,ec2,prod,636.68
cost-508,2025-06-13,clearwater-trade,rds,dev,64.26
cost-509,2025-06-13,clearwater-trade,rds,uat,106.78
cost-510,2025-06-13,clearwater-trade,rds,prod,433.96
cost-511,2025-06-13,clearwater-trade,s3,dev,12.41
cost-512,2025-06-13,clearwater-trade,s3,uat,26.01
cost-513,2025-06-13,clearwater-trade,s3,prod,76.67
cost-514,2025-06-13,clearwater-trade,lambda,dev,22.22
cost-515,2025-06-13,clearwater-trade,lambda,uat,43.30
cost-516,2025-06-13,clearwater-trade,lambda,prod,195.33
cost-517,2025-06-13,clearwater-trade,eks,dev,52.27
cost-518,2025-06-13,clearwater-trade,eks,uat,101.01
cost-519,2025-06-13,clearwater-trade,eks,prod,383.41
cost-520,2025-06-13,clearwater-trade,cloudwatch,dev,13.18
cost-521,2025-06-13,clearwater-trade,cloudwatch,uat,23.52
cost-522,2025-06-13,clearwater-trade,cloudwatch,prod,86.39
cost-523,2025-06-13,clearwater-settlement,ec2,dev,58.57
cost-524,2025-06-13,clearwater-settlement,ec2,uat,117.75
cost-525,2025-06-13,clearwater-settlement,ec2,prod,407.88
cost-526,2025-06-13,clearwater-settlement,rds,dev,71.13
cost-527,2025-06-13,clearwater-settlement,rds,uat,128.80
cost-528,2025-06-13,clearwater-settlement,rds,prod,456.75
cost-529,2025-06-13,clearwater-settlement,s3,dev,18.66
cost-530,2025-06-13,clearwater-settlement,s3,uat,30.51
cost-531,2025-06-13,clearwater-settlement,s3,prod,134.74
cost-532,2025-06-13,clearwater-settlement,lambda,dev,30.16
cost-533,2025-06-13,clearwater-settlement,lambda,uat,48.88
cost-534,2025-06-13,clearwater-settlement,lambda,prod,187.06
cost-535,2025-06-13,clearwater-settlement,eks,dev,36.99
cost-536,2025-06-13,clearwater-settlement,eks,uat,65.29
cost-537,2025-06-13,clearwater-settlement,eks,prod,205.37
cost-538,2025-06-13,clearwater-settlement,cloudwatch,dev,10.13
cost-539,2025-06-13,clearwater-settlement,cloudwatch,uat,20.91
cost-540,2025-06-13,clearwater-settlement,cloudwatch,prod,78.39
cost-541,2025-06-13,clearwater-sales,ec2,dev,30.01
cost-542,2025-06-13,clearwater-sales,ec2,uat,66.99
cost-543,2025-06-13,clearwater-sales,ec2,prod,204.41
cost-544,2025-06-13,clearwater-sales,rds,dev,19.71
cost-545,2025-06-13,clearwater-sales,rds,uat,39.45
cost-546,2025-06-13,clearwater-sales,rds,prod,107.75
cost-547,2025-06-13,clearwater-sales,s3,dev,14.86
cost-548,2025-06-13,clearwater-sales,s3,uat,25.18
cost-549,2025-06-13,clearwater-sales,s3,prod,99.41
cost-550,2025-06-13,clearwater-sales,lambda,dev,32.12
cost-551,2025-06-13,clearwater-sales,lambda,uat,63.80
cost-552,2025-06-13,clearwater-sales,lambda,prod,285.28
cost-553,2025-06-13,clearwater-sales,eks,dev,13.16
cost-554,2025-06-13,clearwater-sales,eks,uat,23.49
cost-555,2025-06-13,clearwater-sales,eks,prod,80.87
cost-556,2025-06-13,clearwater-sales,cloudwatch,dev,10.07
cost-557,2025-06-13,clearwater-sales,cloudwatch,uat,21.84
cost-558,2025-06-13,clearwater-sales,cloudwatch,prod,75.18
cost-559,2025-06-13,clearwater-collateral,ec2,dev,15.34
cost-560,2025-06-13,clearwater-collateral,ec2,uat,23.56
cost-561,2025-06-13,clearwater-collateral,ec2,prod,84.79
cost-562,2025-06-13,clearwater-collateral,rds,dev,29.17
cost-563,2025-06-13,clearwater-collateral,rds,uat,65.38
cost-564,2025-06-13,clearwater-collateral,rds,prod,238.67
cost-565,2025-06-13,clearwater-collateral,s3,dev,23.29
cost-566,2025-06-13,clearwater-collateral,s3,uat,48.30
cost-567,2025-06-13,clearwater-collateral,s3,prod,204.38
cost-568,2025-06-13,clearwater-collateral,lambda,dev,8.16
cost-569,2025-06-13,clearwater-collateral,lambda,uat,14.20
cost-570,2025-06-13,clearwater-collateral,lambda,prod,56.32
cost-571,2025-06-13,clearwater-collateral,eks,dev,6.22
cost-572,2025-06-13,clearwater-collateral,eks,uat,14.05
cost-573,2025-06-13,clearwater-collateral,eks,prod,41.82
cost-574,2025-06-13,clearwater-collateral,cloudwatch,dev,5.14
cost-575,2025-06-13,clearwater-collateral,cloudwatch,uat,8.25
cost-576,2025-06-13,clearwater-collateral,cloudwatch,prod,27.72
cost-577,2025-06-14,clearwater-trade,ec2,dev,75.65
cost-578,2025-06-14,clearwater-trade,ec2,uat,166.98
cost-579,2025-06-14,clearwater-trade,ec2,prod,554.02
cost-580,2025-06-14,clearwater-trade,rds,dev,67.46
cost-581,2025-06-14,clearwater-trade,rds,uat,137.42
cost-582,2025-06-14,clearwater-trade,rds,prod,480.77
cost-583,2025-06-14,clearwater-trade,s3,dev,12.00
cost-584,2025-06-14,clearwater-trade,s3,uat,25.20
cost-585,2025-06-14,clearwater-trade,s3,prod,76.89
cost-586,2025-06-14,clearwater-trade,lambda,dev,25.51
cost-587,2025-06-14,clearwater-trade,lambda,uat,54.13
cost-588,2025-06-14,clearwater-trade,lambda,prod,165.58
cost-589,2025-06-14,clearwater-trade,eks,dev,44.32
cost-590,2025-06-14,clearwater-trade,eks,uat,114.52
cost-591,2025-06-14,clearwater-trade,eks,prod,348.25
cost-592,2025-06-14,clearwater-trade,cloudwatch,dev,11.11
cost-593,2025-06-14,clearwater-trade,cloudwatch,uat,25.01
cost-594,2025-06-14,clearwater-trade,cloudwatch,prod,83.26
cost-595,2025-06-14,clearwater-settlement,ec2,dev,64.04
cost-596,2025-06-14,clearwater-settlement,ec2,uat,123.85
cost-597,2025-06-14,clearwater-settlement,ec2,prod,470.43
cost-598,2025-06-14,clearwater-settlement,rds,dev,69.41
cost-599,2025-06-14,clearwater-settlement,rds,uat,125.93
cost-600,2025-06-14,clearwater-settlement,rds,prod,455.85
cost-601,2025-06-14,clearwater-settlement,s3,dev,19.57
cost-602,2025-06-14,clearwater-settlement,s3,uat,33.50
cost-603,2025-06-14,clearwater-settlement,s3,prod,108.10
cost-604,2025-06-14,clearwater-settlement,lambda,dev,25.12
cost-605,2025-06-14,clearwater-settlement,lambda,uat,51.21
cost-606,2025-06-14,clearwater-settlement,lambda,prod,200.29
cost-607,2025-06-14,clearwater-settlement,eks,dev,35.87
cost-608,2025-06-14,clearwater-settlement,eks,uat,75.78
cost-609,2025-06-14,clearwater-settlement,eks,prod,247.59
cost-610,2025-06-14,clearwater-settlement,cloudwatch,dev,12.32
cost-611,2025-06-14,clearwater-settlement,cloudwatch,uat,19.28
cost-612,2025-06-14,clearwater-settlement,cloudwatch,prod,87.74
cost-613,2025-06-14,clearwater-sales,ec2,dev,26.20
cost-614,2025-06-14,clearwater-sales,ec2,uat,64.85
cost-615,2025-06-14,clearwater-sales,ec2,prod,211.08
cost-616,2025-06-14,clearwater-sales,rds,dev,17.02
cost-617,2025-06-14,clearwater-sales,rds,uat,35.41
cost-618,2025-06-14,clearwater-sales,rds,prod,114.34
cost-619,2025-06-14,clearwater-sales,s3,dev,12.45
cost-620,2025-06-14,clearwater-sales,s3,uat,29.94
cost-621,2025-06-14,clearwater-sales,s3,prod,103.31
cost-622,2025-06-14,clearwater-sales,lambda,dev,31.98
cost-623,2025-06-14,clearwater-sales,lambda,uat,65.39
cost-624,2025-06-14,clearwater-sales,lambda,prod,260.15
cost-625,2025-06-14,clearwater-sales,eks,dev,13.20
cost-626,2025-06-14,clearwater-sales,eks,uat,25.83
cost-627,2025-06-14,clearwater-sales,eks,prod,80.34
cost-628,2025-06-14,clearwater-sales,cloudwatch,dev,9.36
cost-629,2025-06-14,clearwater-sales,cloudwatch,uat,21.94
cost-630,2025-06-14,clearwater-sales,cloudwatch,prod,67.86
cost-631,2025-06-14,clearwater-collateral,ec2,dev,11.61
cost-632,2025-06-14,clearwater-collateral,ec2,uat,23.78
cost-633,2025-06-14,clearwater-collateral,ec2,prod,83.13
cost-634,2025-06-14,clearwater-collateral,rds,dev,27.40
cost-635,2025-06-14,clearwater-collateral,rds,uat,66.17
cost-636,2025-06-14,clearwater-collateral,rds,prod,195.34
cost-637,2025-06-14,clearwater-collateral,s3,dev,25.57
cost-638,2025-06-14,clearwater-collateral,s3,uat,57.12
cost-639,2025-06-14,clearwater-collateral,s3,prod,194.81
cost-640,2025-06-14,clearwater-collateral,lambda,dev,6.52
cost-641,2025-06-14,clearwater-collateral,lambda,uat,14.43
cost-642,2025-06-14,clearwater-collateral,lambda,prod,52.94
cost-643,2025-06-14,clearwater-collateral,eks,dev,5.53
cost-644,2025-06-14,clearwater-collateral,eks,uat,12.16
cost-645,2025-06-14,clearwater-collateral,eks,prod,41.40
cost-646,2025-06-14,clearwater-collateral,cloudwatch,dev,4.58
cost-647,2025-06-14,clearwater-collateral,cloudwatch,uat,8.73
cost-648,2025-06-14,clearwater-collateral,cloudwatch,prod,31.04
cost-649,2025-06-15,clearwater-trade,ec2,dev,94.22
cost-650,2025-06-15,clearwater-trade,ec2,uat,195.59
cost-651,2025-06-15,clearwater-trade,ec2,prod,686.71
cost-652,2025-06-15,clearwater-trade,rds,dev,71.85
cost-653,2025-06-15,clearwater-trade,rds,uat,137.14
cost-654,2025-06-15,clearwater-trade,rds,prod,395.82
cost-655,2025-06-15,clearwater-trade,s3,dev,12.59
cost-656,2025-06-15,clearwater-trade,s3,uat,23.88
cost-657,2025-06-15,clearwater-trade,s3,prod,75.24
cost-658,2025-06-15,clearwater-trade,lambda,dev,23.10
cost-659,2025-06-15,clearwater-trade,lambda,uat,55.49
cost-660,2025-06-15,clearwater-trade,lambda,prod,187.81
cost-661,2025-06-15,clearwater-trade,eks,dev,48.37
cost-662,2025-06-15,clearwater-trade,eks,uat,107.99
cost-663,2025-06-15,clearwater-trade,eks,prod,319.56
cost-664,2025-06-15,clearwater-trade,cloudwatch,dev,12.75
cost-665,2025-06-15,clearwater-trade,cloudwatch,uat,22.88
cost-666,2025-06-15,clearwater-trade,cloudwatch,prod,78.71
cost-667,2025-06-15,clearwater-settlement,ec2,dev,60.43
cost-668,2025-06-15,clearwater-settlement,ec2,uat,116.30
cost-669,2025-06-15,clearwater-settlement,ec2,prod,528.65
cost-670,2025-06-15,clearwater-settlement,rds,dev,73.31
cost-671,2025-06-15,clearwater-settlement,rds,uat,147.48
cost-672,2025-06-15,clearwater-settlement,rds,prod,403.87
cost-673,2025-06-15,clearwater-settlement,s3,dev,17.58
cost-674,2025-06-15,clearwater-settlement,s3,uat,38.09
cost-675,2025-06-15,clearwater-settlement,s3,prod,141.07
cost-676,2025-06-15,clearwater-settlement,lambda,dev,27.47
cost-677,2025-06-15,clearwater-settlement,lambda,uat,52.87
cost-678,2025-06-15,clearwater-settlement,lambda,prod,172.99
cost-679,2025-06-15,clearwater-settlement,eks,dev,29.67
cost-680,2025-06-15,clearwater-settlement,eks,uat,63.17
cost-681,2025-06-15,clearwater-settlement,eks,prod,255.28
cost-682,2025-06-15,clearwater-settlement,cloudwatch,dev,10.42
cost-683,2025-06-15,clearwater-settlement,cloudwatch,uat,19.86
cost-684,2025-06-15,clearwater-settlement,cloudwatch,prod,76.88
cost-685,2025-06-15,clearwater-sales,ec2,dev,32.20
cost-686,2025-06-15,clearwater-sales,ec2,uat,56.70
cost-687,2025-06-15,clearwater-sales,ec2,prod,225.94
cost-688,2025-06-15,clearwater-sales,rds,dev,18.29
cost-689,2025-06-15,clearwater-sales,rds,uat,32.91
cost-690,2025-06-15,clearwater-sales,rds,prod,114.97
cost-691,2025-06-15,clearwater-sales,s3,dev,14.46
cost-692,2025-06-15,clearwater-sales,s3,uat,27.46
cost-693,2025-06-15,clearwater-sales,s3,prod,86.17
cost-694,2025-06-15,clearwater-sales,lambda,dev,41.09
cost-695,2025-06-15,clearwater-sales,lambda,uat,67.90
cost-696,2025-06-15,clearwater-sales,lambda,prod,239.43
cost-697,2025-06-15,clearwater-sales,eks,dev,12.57
cost-698,2025-06-15,clearwater-sales,eks,uat,22.66
cost-699,2025-06-15,clearwater-sales,eks,prod,78.46
cost-700,2025-06-15,clearwater-sales,cloudwatch,dev,10.86
cost-701,2025-06-15,clearwater-sales,cloudwatch,uat,17.90
cost-702,2025-06-15,clearwater-sales,cloudwatch,prod,59.73
cost-703,2025-06-15,clearwater-collateral,ec2,dev,12.81
cost-704,2025-06-15,clearwater-collateral,ec2,uat,29.83
cost-705,2025-06-15,clearwater-collateral,ec2,prod,85.40
cost-706,2025-06-15,clearwater-collateral,rds,dev,27.56
cost-707,2025-06-15,clearwater-collateral,rds,uat,68.54
cost-708,2025-06-15,clearwater-collateral,rds,prod,209.50
cost-709,2025-06-15,clearwater-collateral,s3,dev,30.28
cost-710,2025-06-15,clearwater-collateral,s3,uat,57.44
cost-711,2025-06-15,clearwater-collateral,s3,prod,210.31
cost-712,2025-06-15,clearwater-collateral,lambda,dev,8.09
cost-713,2025-06-15,clearwater-collateral,lambda,uat,14.97
cost-714,2025-06-15,clearwater-collateral,lambda,prod,48.22
cost-715,2025-06-15,clearwater-collateral,eks,dev,6.94
cost-716,2025-06-15,clearwater-collateral,eks,uat,12.23
cost-717,2025-06-15,clearwater-collateral,eks,prod,49.17
cost-718,2025-06-15,clearwater-collateral,cloudwatch,dev,5.15
cost-719,2025-06-15,clearwater-collateral,cloudwatch,uat,9.34
cost-720,2025-06-15,clearwater-collateral,cloudwatch,prod,31.91
cost-721,2025-06-16,clearwater-trade,ec2,dev,85.78
cost-722,2025-06-16,clearwater-trade,ec2,uat,176.58
cost-723,2025-06-16,clearwater-trade,ec2,prod,667.57
cost-724,2025-06-16,clearwater-trade,rds,dev,69.87
cost-725,2025-06-16,clearwater-trade,rds,uat,136.83
cost-726,2025-06-16,clearwater-trade,rds,prod,404.56
cost-727,2025-06-16,clearwater-trade,s3,dev,14.02
cost-728,2025-06-16,clearwater-trade,s3,uat,22.22
cost-729,2025-06-16,clearwater-trade,s3,prod,86.94
cost-730,2025-06-16,clearwater-trade,lambda,dev,26.32
cost-731,2025-06-16,clearwater-trade,lambda,uat,56.26
cost-732,2025-06-16,clearwater-trade,lambda,prod,199.39
cost-733,2025-06-16,clearwater-trade,eks,dev,47.79
cost-734,2025-06-16,clearwater-trade,eks,uat,107.65
cost-735,2025-06-16,clearwater-trade,eks,prod,307.06
cost-736,2025-06-16,clearwater-trade,cloudwatch,dev,13.16
cost-737,2025-06-16,clearwater-trade,cloudwatch,uat,25.49
cost-738,2025-06-16,clearwater-trade,cloudwatch,prod,82.55
cost-739,2025-06-16,clearwater-settlement,ec2,dev,63.53
cost-740,2025-06-16,clearwater-settlement,ec2,uat,150.34
cost-741,2025-06-16,clearwater-settlement,ec2,prod,487.29
cost-742,2025-06-16,clearwater-settlement,rds,dev,68.12
cost-743,2025-06-16,clearwater-settlement,rds,uat,122.30
cost-744,2025-06-16,clearwater-settlement,rds,prod,514.39
cost-745,2025-06-16,clearwater-settlement,s3,dev,18.94
cost-746,2025-06-16,clearwater-settlement,s3,uat,36.37
cost-747,2025-06-16,clearwater-settlement,s3,prod,121.23
cost-748,2025-06-16,clearwater-settlement,lambda,dev,25.51
cost-749,2025-06-16,clearwater-settlement,lambda,uat,47.56
cost-750,2025-06-16,clearwater-settlement,lambda,prod,192.80
cost-751,2025-06-16,clearwater-settlement,eks,dev,30.02
cost-752,2025-06-16,clearwater-settlement,eks,uat,63.87
cost-753,2025-06-16,clearwater-settlement,eks,prod,220.67
cost-754,2025-06-16,clearwater-settlement,cloudwatch,dev,12.52
cost-755,2025-06-16,clearwater-settlement,cloudwatch,uat,18.90
cost-756,2025-06-16,clearwater-settlement,cloudwatch,prod,87.46
cost-757,2025-06-16,clearwater-sales,ec2,dev,27.46
cost-758,2025-06-16,clearwater-sales,ec2,uat,55.27
cost-759,2025-06-16,clearwater-sales,ec2,prod,215.36
cost-760,2025-06-16,clearwater-sales,rds,dev,19.47
cost-761,2025-06-16,clearwater-sales,rds,uat,32.87
cost-762,2025-06-16,clearwater-sales,rds,prod,138.17
cost-763,2025-06-16,clearwater-sales,s3,dev,13.57
cost-764,2025-06-16,clearwater-sales,s3,uat,27.00
cost-765,2025-06-16,clearwater-sales,s3,prod,87.84
cost-766,2025-06-16,clearwater-sales,lambda,dev,40.56
cost-767,2025-06-16,clearwater-sales,lambda,uat,61.76
cost-768,2025-06-16,clearwater-sales,lambda,prod,265.71
cost-769,2025-06-16,clearwater-sales,eks,dev,11.42
cost-770,2025-06-16,clearwater-sales,eks,uat,26.59
cost-771,2025-06-16,clearwater-sales,eks,prod,82.87
cost-772,2025-06-16,clearwater-sales,cloudwatch,dev,10.20
cost-773,2025-06-16,clearwater-sales,cloudwatch,uat,20.59
cost-774,2025-06-16,clearwater-sales,cloudwatch,prod,70.62
cost-775,2025-06-16,clearwater-collateral,ec2,dev,13.69
cost-776,2025-06-16,clearwater-collateral,ec2,uat,23.63
cost-777,2025-06-16,clearwater-collateral,ec2,prod,93.11
cost-778,2025-06-16,clearwater-collateral,rds,dev,28.95
cost-779,2025-06-16,clearwater-collateral,rds,uat,72.27
cost-780,2025-06-16,clearwater-collateral,rds,prod,216.65
cost-781,2025-06-16,clearwater-collateral,s3,dev,25.32
cost-782,2025-06-16,clearwater-collateral,s3,uat,47.77
cost-783,2025-06-16,clearwater-collateral,s3,prod,195.35
cost-784,2025-06-16,clearwater-collateral,lambda,dev,6.16
cost-785,2025-06-16,clearwater-collateral,lambda,uat,15.10
cost-786,2025-06-16,clearwater-collateral,lambda,prod,52.53
cost-787,2025-06-16,clearwater-collateral,eks,dev,5.48
cost-788,2025-06-16,clearwater-collateral,eks,uat,14.07
cost-789,2025-06-16,clearwater-collateral,eks,prod,49.72
cost-790,2025-06-16,clearwater-collateral,cloudwatch,dev,4.77
cost-791,2025-06-16,clearwater-collateral,cloudwatch,uat,9.30
cost-792,2025-06-16,clearwater-collateral,cloudwatch,prod,34.00
cost-793,2025-06-17,clearwater-trade,ec2,dev,84.05
cost-794,2025-06-17,clearwater-trade,ec2,uat,179.47
cost-795,2025-06-17,clearwater-trade,ec2,prod,665.84
cost-796,2025-06-17,clearwater-trade,rds,dev,65.33
cost-797,2025-06-17,clearwater-trade,rds,uat,142.76
cost-798,2025-06-17,clearwater-trade,rds,prod,437.34
cost-799,2025-06-17,clearwater-trade,s3,dev,12.23
cost-800,2025-06-17,clearwater-trade,s3,uat,23.71
cost-801,2025-06-17,clearwater-trade,s3,prod,94.02
cost-802,2025-06-17,clearwater-trade,lambda,dev,23.44
cost-803,2025-06-17,clearwater-trade,lambda,uat,44.23
cost-804,2025-06-17,clearwater-trade,lambda,prod,156.86
cost-805,2025-06-17,clearwater-trade,eks,dev,49.22
cost-806,2025-06-17,clearwater-trade,eks,uat,91.59
cost-807,2025-06-17,clearwater-trade,eks,prod,328.27
cost-808,2025-06-17,clearwater-trade,cloudwatch,dev,13.37
cost-809,2025-06-17,clearwater-trade,cloudwatch,uat,23.97
cost-810,2025-06-17,clearwater-trade,cloudwatch,prod,75.94
cost-811,2025-06-17,clearwater-settlement,ec2,dev,57.84
cost-812,2025-06-17,clearwater-settlement,ec2,uat,125.63
